116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,201,201,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,201,201,201,201,201,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,201,201,146,116,147,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,20,50,20,20,80,50,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,20,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,50,20,20,50,50,80,20,80,20,20,20,80,80,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,20,50,20,50,20,80,201,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,50,80,20,80,80,20,201,201,201,50,20,50,80,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,201,146,116,116,147,201,201,201,201,201,201,201,201,201,201,201,201,201,201,146,116,116
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,20,20,80,80,80,20,20,80,80,80,201,146,116,116,116,116,116,116,116,116,116,147,201,201,201,20,20,50,20,20,50,20,20,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,146,116,116,116,116,116,116,116,116,116,147,20,20,20,20,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,20,20,50,20,50,20,50,50,20,50,80,80,80,50,50,80,20,50,80,201,201,146,116,116,116,116,116,116,116,116,147,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,50,50,50,80,80,50,327,327,80,80,80,80,50,80,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,80,50,20,20,80,20,50,20,80,80,80,80,50,50,50,20,80,20,50,50,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,80,80,20,80,50,201,201,201,201,50,80,20,50,50,20,20,80,20,80,20,80,80,80,201,201,201
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,146,116,116,116,116,116,116,116,116,116,116,147,327,80,20,80,80,20,20,20,80,20,327,146,116,116,116,116,116,116,147,201,201,201,80,80,80,80,80,80,20,20,20,20,20,80,50,80,20,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,50,201,146,116,116,116,116,116,116,116,116,147,50,50,20,20,80,20,80,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,50,80,20,50,20,80,50,50,50,20,50,80,80,50,20,20,20,80,20,20,80,201,146,116,116,147,201,201,201,201,201,80,50,20,80,80,80,80,50,80,20,80,80,80,20,20,50,50,327,327,20,50,20,80,50,50,327,327,327,327,327,327,146,147,80,50,80,80,20,50,20,50,20,50,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,20,50,50,50,20,50,20,20,20,50,50,80,20,50,80,50,20,50,50,50,80,50,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,201,201,201,50,80,80,20,80,80,80,50,50,20,20,50,20,80,50,50,50,50,80,80,80,50,80,80,80,50,20,80,80
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,80,80,201,201,201,146,116,116,116,116,116,116,116,116,147,327,20,50,50,20,20,50,20,50,146,116,116,116,116,116,116,147,201,80,50,20,20,20,20,80,80,50,20,20,20,20,20,50,80,80,50,20,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,80,201,146,116,116,116,116,116,116,116,147,50,20,50,327,327,327,327,50,80,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,50,20,50,50,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,50,50,20,50,80,80,20,80,50,50,50,20,50,20,80,80,50,50,20,80,50,80,20,201,201,201,201,80,20,50,20,20,80,80,20,20,327,327,327,327,327,327,327,327,327,327,327,327,327,146,147,327,327,327,327,327,327,146,116,116,116,116,116,116,147,327,20,80,50,20,20,50,20,50,50,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,80,80,20,20,80,80,20,80,50,50,50,80,80,80,50,80,80,80,50,80,80,80,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,20,20,50,50,20,50,50,20,50,80,50,80,50,80,50,50,50,20,50,80,80,20,80,50,80,20,80,20,20,80,80,80,50,50,80
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,20,80,80,50,80,80,20,201,146,116,116,116,116,116,116,116,116,147,327,50,20,80,80,20,80,327,146,116,116,116,116,147,201,201,20,20,20,50,50,20,20,80,20,20,20,20,80,50,20,20,80,80,80,50,20,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,20,201,146,116,116,116,116,116,116,147,20,20,327,146,116,116,147,327,20,20,20,20,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,20,80,50,80,50,80,50,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,50,80,20,50,80,20,50,20,20,80,50,80,50,50,20,20,80,20,80,50,50,50,50,80,80,20,20,20,80,20,20,50,50,327,327,327,327,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,327,327,20,80,80,80,50,20,50,20,50,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,80,327,327,20,50,20,80,80,20,50,50,20,50,50,20,80,50,50,80,20,80,50,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,20,50,50,80,80,50,50,20,80,50,80,50,80,80,80,20,80,20,50,20,20,50,80,80,50,80,50,80,20,20,80,80,50,80,80,50,20,20
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,80,20,20,50,20,20,20,201,201,146,116,116,116,116,116,116,116,147,20,20,20,20,80,20,146,116,116,116,116,116,147,20,80,80,50,50,80,20,80,80,50,20,20,20,20,80,80,20,50,20,20,20,20,20,20,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,80,201,146,116,116,116,116,116,147,20,20,146,116,116,116,116,147,327,80,50,50,201,146,116,116,116,116,116,116,147,201,201,201,201,201,201,146,116,116,116,116,116,147,201,201,80,80,20,80,50,20,80,20,80,50,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,147,201,80,20,50,20,20,80,20,80,20,80,20,50,50,80,50,80,50,80,20,20,80,80,80,50,80,20,50,327,327,327,327,327,327,327,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,327,50,20,50,80,50,20,50,80,50,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,327,327,80,50,20,50,80,50,80,80,20,50,327,327,20,80,50,50,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,50,20,20,50,80,20,80,20,80,50,80,50,80,80,80,20,80,20,50,20,20,50,80,80,50,80,50,50,50,50,50,50,80,80,20,20,50,20,80
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,50,50,50,80,50,50,50,20,146,116,116,116,116,116,116,116,147,327,20,80,80,327,327,146,116,116,116,116,147,201,80,20,20,20,20,80,20,50,80,50,20,50,20,20,20,50,50,50,20,20,20,20,20,20,80,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,327,201,146,116,116,116,116,147,20,20,146,116,116,116,116,116,147,327,50,20,20,146,116,116,116,116,116,147,201,20,20,80,80,80,327,146,116,116,116,147,201,201,20,80,80,327,327,327,327,327,327,327,50,80,50,80,201,146,116,116,116,116,116,116,116,116,116,116,116,147,20,20,50,80,80,20,80,80,20,20,20,80,20,50,50,80,80,80,50,80,80,80,20,20,50,20,20,20,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,327,50,20,50,20,327,327,327,327,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,327,327,327,327,327,327,80,327,327,327,146,147,327,20,20,80,20,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,201,201,201,146,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,147,80,20,50,50,50,20,80,20,50,80,20,20,20,80,20,20,50,80,20,20,80,20,20,50,20,20,80,50,50,20,80,80,20,80,80,20,20,20,50,50
